doi,title,journal,year,cites,areas
10.47893/ijess.2022.1215,Capacity Estimation Of Lithium Ion Battery To Evaluate SOH Using Machine Learning Method.,International Journal of Electronics Signals and Systems,2022,0,Cell balancing & ECM;Digital twins;Fault & safety;Health estimation (SOH)
10.2139/ssrn.4103270,Machine Learning Predictions of Lithium-Ion Battery State-of-Health for Evtol Applications,SSRN Electronic Journal,2022,0,Cell balancing & ECM;Digital twins;Fault & safety;Health estimation (SOH);Transfer learning
10.4071/001c.129759,Applying Machine Learning to the Smart Welding of Cylindrical Lithium-ion Battery Cells within Battery Modules,IMAPSource Proceedings,2025,0,Cell balancing & ECM;Digital twins;Fault & safety
10.62441/nano-ntp.v20is5.21,A Comparative Analysis of Machine Learning Approaches for State-of-Charge Forecasting for Enhancing Lithium-ion Battery Management in Electric Vehicles,Nanotechnology Perceptions,2024,0,Cell balancing & ECM;Digital twins;State estimation (SOC)
10.36287/ijmsit.10.1.9,Cross-Battery State-of-Health Estimation of Lithium-Ion Batteries Using Leave-One-Battery-Out Validation and Machine Learning,International Journal of Multidisciplinary Studies and Innovative Technologies,2026,0,Cell balancing & ECM;Digital twins;Fault & safety;Health estimation (SOH);Second life;State estimation (SOC)
10.18173/2354-1059.2026-0005,MACHINE LEARNING ACCELERATED PROPERTY PREDICTION AND SCREENING OF STABLE LITHIUM-BASED BATTERY MATERIALS,Journal of Science Natural Science,2026,0,Cell balancing & ECM;Fault & safety
10.1149/ma2023-022261mtgabs,Machine Learning Based Identification of Lithium-Ion Battery Cell Chemistries,ECS Meeting Abstracts,2023,0,Cell balancing & ECM;Digital twins;Fault & safety
10.3389/fenrg.2023.1228014,Corrigendum: An improved deep extreme learning machine to predict the remaining useful life of lithium-ion battery,Frontiers in Energy Research,2023,0,Cell balancing & ECM;Digital twins;Fault & safety;Prognostics (RUL)
10.1149/ma2023-011397mtgabs,Lithium-Ion Battery Diagnostics Using Electrochemical Impedance Via Machine-Learning,ECS Meeting Abstracts,2023,0,Cell balancing & ECM;Digital twins;Fault & safety
10.1016/j.est.2023.108753,"Corrigendum to “Rethinking lithium-ion battery management: Eliminating routine cell balancing enhances hazardous fault detection” [J. Energy Storage vol. 63, (July 2023), page 106931]",Journal of Energy Storage,2023,0,Cell balancing & ECM
10.32628/ijsrset2310538,Lithium-Ion Battery Classification and Detection Using an Optimal Machine Learning Algorithm,"International Journal of Scientific Research in Science, Engineering and Technology",2023,0,Cell balancing & ECM;Digital twins;Fault & safety
10.1149/ma2024-01150mtgabs,Battery Lifetime Prediction and Degradation Analysis with Machine Learning Method,ECS Meeting Abstracts,2024,0,Benchmarks & data
10.61784/msme3016,HYBRID MODELING OF ELECTRIC VEHICLE BATTERY DEGRADATION USING PHYSICS-INFORMED MACHINE LEARNING,Journal of Manufacturing Science and Mechanical Engineering,2025,0,Benchmarks & data
10.1007/s11227-026-08620-4,Multi-dataset battery health prediction model for sustainable electric vehicle systems using quantum machine learning,The Journal of Supercomputing,2026,0,Benchmarks & data
10.1149/ma2026-016688mtgabs,Estimation of Lead Acid and Lithium-Ion Battery Degradation—a Model for the Optimization of Battery Energy Storage System Using Machine Learning,ECS Meeting Abstracts,2026,0,Benchmarks & data
10.2139/ssrn.4269780,Optimization on Charging of the Direct Hybrid Lithium-Ion Battery and Supercapacitor for High Power Application Through Resistance Balancing,SSRN Electronic Journal,2022,0,Charging control
10.1007/s00202-026-03634-w,Lithium-ion battery state of charge estimation based on modified charging protocol,Electrical Engineering,2026,0,Charging control
10.1016/j.jechem.2026.07.006,Interpreting lithium-ion battery aging under fast-charging via data-driven physics and explainable machine learning,Journal of Energy Chemistry,2026,0,Charging control
10.1109/tie.2026.3718187,Reinforcement Learning-Based Plating-Suppressive Fast Charging of Lithium-Ion Battery by Monitoring Strain Evolution,IEEE Transactions on Industrial Electronics,2026,0,Charging control;Fault & safety
10.1016/j.ifacol.2023.10.364,Optimization-Free Fast Charging for Lithium-Ion Batteries Using Model Inversion Techniques,IFAC-PapersOnLine,2023,0,Charging control
10.3390/cleantechnol4040078,A Comparison of the Use of Pontryagin’s Maximum Principle and Reinforcement Learning Techniques for the Optimal Charging of Lithium-Ion Batteries,Clean Technologies,2022,0,Charging control
10.1002/ente.70567,Deep Reinforcement Learning‐Based Intelligent Battery Charging Strategy,Energy Technology,2026,0,Charging control
10.3390/coatings16091039,A Reinforcement-Learning-Based Fuzzy PID Control Strategy for the Unwinding Tension System of a Lithium-Ion Battery Coating Machine,Coatings,2026,0,Charging control
10.3390/batteries12090323,Physics-Informed Attention-Enhanced Reinforcement Learning for Safe and Explainable Fast Charging of Lithium-Ion Batteries,Batteries,2026,0,Charging control
10.56975/ijcrt.v14i7.309891,Lifelong Reinforcement Learning for Health-Aware Fast Charging of Lithium-Ion Batteries: A Comprehensive Review,INTERNATIONAL JOURNAL OF CREATIVE RESEARCH THOUGHTS,2026,0,Charging control
10.52152/803367,"Smart Local Governance Framework For Electric Vehicle Ecosystems Integrating IOT Battery Safety AI Fleet Optimization, and Blockchain Energy Management",Lex localis - Journal of Local Self-Government,2026,0,Cloud & fleet
10.1115/1.4071800,Cloud-Integrated Hybrid Battery Management System With Hybrid State of Charge Estimation in On-Board Electric Vehicle Battery Packs,Journal of Electrochemical Energy Conversion and Storage,2026,0,Cloud & fleet
10.12968/s1467-5560(23)60266-0,The Importance of Thermal Management in Optimizing Battery Performance,Electric and Hybrid Vehicle Technology International,2023,0,Cloud & fleet;Thermal management
10.21275/mr23602163243,Electric Vehicle Battery Subsystem Optimization,International Journal of Science and Research (IJSR),2023,0,Cloud & fleet;Fault & safety
10.12968/s1467-5560(23)60259-3,Battery Pack Optimization,Electric and Hybrid Vehicle Technology International,2023,0,Cloud & fleet;Fault & safety
10.55041/ijsrem27663,Intelligent Electric Vehicle Battery Monitoring System,INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,2023,0,Cloud & fleet
10.12968/s1467-5560(23)60272-6,Predictable and Controllable Battery Production,Electric and Hybrid Vehicle Technology International,2023,0,Cloud & fleet;Fault & safety
10.1016/j.rineng.2026.112070,Estimation of battery open-circuit voltage using pulse injection aided machine learning coupled with equivalent circuit model,Results in Engineering,2026,0,Other
10.1016/j.est.2026.122024,An adaptive timescale decoupled parameter identification equivalent circuit model for lithium-ion battery capacity estimation,Journal of Energy Storage,2026,0,Other
10.32620/reks.2025.3.16,Comparison of equivalent circuit and machine learning methods for CubeSat battery discharge modeling,Radioelectronic and Computer Systems,2025,0,Other
10.1149/ma2020-02211598mtgabs,Data Driven Estimation of Electric Vehicle Battery State of Charge Informed By Multi-Physics Modeling,ECS Meeting Abstracts,2020,0,Fault & safety
10.3390/electronics15122614,A Data-Driven Framework to Reduce Information Asymmetry in the Second-Hand Battery Electric Vehicle Market,Electronics,2026,0,Fault & safety
10.3390/wevj17060304,Electric Vehicle User Behavior Forecasting via Data-Driven Techniques,World Electric Vehicle Journal,2026,0,Fault & safety
10.1016/j.est.2026.124126,An integrated data-driven framework for stochastic battery electric vehicle charging prediction and physics-informed state-of-health monitoring of second-life battery systems,Journal of Energy Storage,2026,0,Fault & safety
10.3901/jme.2022.22.056,Connection Fault Diagnosis of Lithium-ion Battery Pack Based on Mechanical Vibration Signals,Journal of Mechanical Engineering,2022,0,Fault & safety
10.1177/01423312261466331,Machine learning-based fault diagnosis for lithium-ion battery systems,Transactions of the Institute of Measurement and Control,2026,0,Fault & safety
10.13052/dgaej2156-3306.4043,Fault Diagnosis of Lithium-ion Battery Pack Based on Optimized Support Vector Machine Algorithm,Distributed Generation &amp; Alternative Energy Journal,2025,0,Fault & safety
10.3901/jme.260188,Fault Diagnosis of Lithium-Ion battery External Short Circuit Based on Magnetic Field,Journal of Mechanical Engineering,2026,0,Fault & safety
10.1063/5.0319496,Fault diagnosis method for lithium-ion battery cells based on information granularity and dynamic segmentation slope,AIP Advances,2026,0,Fault & safety
10.1109/tie.2026.3702200,Three-Phase Continual Learning With Neuron Aging for Lithium-Ion Battery Energy Storage System Fault Diagnosis,IEEE Transactions on Industrial Electronics,2026,0,Fault & safety
10.1149/ma2021-015274mtgabs,Early Detection of Lithium Plating in Lithium Ion Batteries: Using Multiple Physics-Based Electrochemical Signatures to Construct a Machine Learning Framework,ECS Meeting Abstracts,2021,0,Fault & safety
10.1149/ma2021-0251967mtgabs,Measurement and Estimation of Heat Generation Rate of Lithium-Ion Battery Considering SEI Growth and Lithium Plating,ECS Meeting Abstracts,2021,0,Fault & safety
10.61927/igmin346,Machine Learning-Driven Discovery of Novel Lithium-Based Battery Materials,IgMin Research,2026,0,Fault & safety
10.1149/ma2023-023499mtgabs,Monitoring Lithium Metal Plating in Battery Modules: Insights from NMR and Electrochemical Analysis,ECS Meeting Abstracts,2023,0,Fault & safety
10.1007/s11581-026-07316-2,Advanced battery state estimation in electric vehicles using graph neural network and evolutionary optimization,Ionics,2026,0,Graph networks
10.1088/1361-6501/ae83d4,Taylor polynomial-constrained physics-informed neural network for battery degradation modeling and SOH estimation,Measurement Science and Technology,2026,0,Graph networks
10.1109/access.2025.3608821,Graph Neural Network-Based Task Migration Strategy for Battery Run Time Optimization of Smart Medical Device Cluster,IEEE Access,2025,0,Graph networks
10.1016/j.compchemeng.2026.109713,Physics-informed spatio-temporal graph convolutional network for battery capacity degradation prediction under real world operating conditions,Computers &amp; Chemical Engineering,2026,0,Graph networks
10.1016/j.est.2026.123378,A multi-source thermally coupled graph neural network model for battery module temperature prediction,Journal of Energy Storage,2026,0,Graph networks
10.1063/5.0326508,An interpretable transformer model for battery health prediction based on a multitask learning framework and cross-attention mechanism,AIP Advances,2026,0,Interpretability
10.1016/j.apenergy.2026.128036,Interpretable noninvasive framework for lithium-ion battery degradation diagnosis: Joint prediction of capacity and power fade and mechanism-aware health index classification,Applied Energy,2026,0,Interpretability
10.1002/batt.70396,Interpretable Machine Learning‐Driven Discovery of Sodium‐Ion Battery Cathode Materials With First‐Principles Validation,Batteries &amp; Supercaps,2026,0,Interpretability
10.2139/ssrn.4164020,Admm Based Optimized Location Planning Model for Battery Swapping Stations in Battery Electric Bus Transit System,SSRN Electronic Journal,2022,0,Foundation models
10.3390/app16104812,Multimodal Large Language Model-Based Shapley Interaction Quantification Analysis for Interpretation of Battery State-of-Charge Prediction in Electric Vehicles,Applied Sciences,2026,0,Foundation models
10.1016/j.compchemeng.2026.109837,A knowledge graph-embedded large language model to strategize battery recycling technology selection,Computers &amp; Chemical Engineering,2026,0,Foundation models
10.1016/j.est.2026.123069,Prompt-guided large language model for estimating the state of charge of containerized lithium-ion battery energy storage systems,Journal of Energy Storage,2026,0,Foundation models
10.1016/j.est.2026.123824,A large language model approach with physics-guided data augmentation for early warning of battery thermal runaway,Journal of Energy Storage,2026,0,Foundation models
10.1007/s11426-026-3431-x,Large language models unlock knowledge flow networks across battery chemistries,Science China Chemistry,2026,0,Foundation models
10.1016/j.jechem.2026.06.071,PiT-LLM: A physics-informed time-series large language model for multi-horizon battery capacity aging prediction,Journal of Energy Chemistry,2026,0,Foundation models
10.3390/batteries12080294,"SOH Estimation of Lithium-Ion Batteries Using a Residual Multilayer Perceptron-Based, Physics-Informed Neural Network for the Battery Management System",Batteries,2026,0,Physics-informed
10.1088/1742-6596/3214/1/012032,A Physics-Informed Neural Network for Robust State of Charge Estimation of Lithium-Ion Battery,Journal of Physics: Conference Series,2026,0,Physics-informed
10.1109/access.2026.3695274,Aging-Aware Hypernetwork LSTM With Multi-Constraint Physics-Informed Neural Network (AAH-LSTM-PINN) for Lithium-Ion Battery SOC Estimation,IEEE Access,2026,0,Physics-informed
10.1007/s10008-026-06701-1,Physics-informed neural networks for thermodynamically consistent open-circuit potential modeling of lithium-ion battery electrodes,Journal of Solid State Electrochemistry,2026,0,Physics-informed
10.1088/1742-6596/2591/1/012031,Lithium-ion battery state-of-charge estimation based on long-short-term memory neural network and square-root cubature Kalman filter,Journal of Physics: Conference Series,2023,0,Physics-informed;State estimation (SOC)
10.55248/gengpi.06.1125.3854,Machine Learning for State of Charge Estimation in Battery Management System,International Journal of Research Publication and Reviews,2025,0,Cross-cutting;Second life;State estimation (SOC)
10.64643/ijirtv10i11-163173-459,SMART BATTERY MANAGEMENT SYSTEM FOR PORTABLE DEVICES TO ENHANCE BATTERY LIFE BASED ON MACHINE LEARNING,International Journal of Innovative Research in Technology,2025,0,Cross-cutting
10.56726/irjmets86537,Implementation of Machine Learning in Battery Management System of Electric Vehicles,International Research Journal of Modernization in Engineering Technology &amp; Science,2026,0,Cross-cutting
10.1016/j.gloei.2026.06.006,A comprehensive review of machine learning-based battery management and solar electric vehicle charging systems for intelligent energy management,Global Energy Interconnection,2026,0,Cross-cutting;Thermal management
10.56975/jetir.v12i9.569244,AI POWERED HYBRID MACHINE LEARNING AND RNN BASED PREDICTIVE BATTERY MANAGEMENT SYSTEM FOR ELECTRIC VEHICLES,Journal of Emerging Technologies and Innovative Research,2025,0,Cross-cutting
10.58257/ijprems37102,Battery Life Indicator and Prediction using Machine Learning Algorithms,International Journal of Progressive Research in Engineering Management and Science,2024,0,Cross-cutting;Prognostics (RUL)
10.1590/1517-7076-rmat-2025-0420,Battery and energy management system for BLDC motor driven electric vehicles with intelligent control and machine learning techniques,Matéria (Rio de Janeiro),2025,0,Cross-cutting
10.29121/shodhkosh.v7.i1.2026.8830,OPTIMAL ENERGY MANAGEMENT IN GRID CONNECTED PV BATTERY ENERGY STORAGE SYSTEM WITH MACHINE LEARNING APPROACH,ShodhKosh: Journal of Visual and Performing Arts,2026,0,Cross-cutting
10.30693/smj.2022.11.11.63,Data-Driven Approach for Lithium-Ion Battery Remaining Useful Life Prediction: A Literature Review,Korean Institute of Smart Media,2022,0,Prognostics (RUL);Thermal management
10.1149/1945-7111/adf2e0,Two-Phase Deep Learning for Long-Term Lithium-Ion Battery Remaining Useful Life Prediction Considering Different Charging Periods,Journal of The Electrochemical Society,2025,0,Prognostics (RUL)
10.37591/ijmdsa.v03i02.234490,Advanced Lithium-Ion Battery Prognostics: A Comprehensive Review of Machine Learning Approaches for Remaining Useful Life Prediction,International Journal of Mechanical Dynamics and Systems Analysis,2025,0,Prognostics (RUL)
10.37591/ijemb.v04i01.238772,Multimodal Data Fusion with Hybrid Machine Learning for Enhanced Prediction of Li-Ion Battery Remaining Useful Life and State of Charge,International Journal of Electro-Mechanics and Material Behavior,2026,0,Prognostics (RUL)
10.1049/icp.2026.2158,A deep multi-scale feature-attention transformer model for the prediction of lithium-ion battery remaining useful life,IET Conference Proceedings,2026,0,Prognostics (RUL)
10.22214/ijraset.2025.68631,Lithium-Ion Battery Life Prediction with Early Cyclic Data Using Machine Learning,International Journal for Research in Applied Science and Engineering Technology,2025,0,Prognostics (RUL)
10.2139/ssrn.3997554,Remaining Useful Cycle Life Prediction of Lithium-Ion Battery Based on Differential Voltage Analysis,SSRN Electronic Journal,2021,0,Prognostics (RUL)
10.25236/ijfs.2021.031606,Review on Prediction Methods of Remaining Useful Life of Lithium Ion Batteries,International Journal of Frontiers in Sociology,2021,0,Prognostics (RUL)
10.71411/ef.2025.v1i5.1380,&lt;b&gt;A Comparative Study of Machine Learning Methods for Lithium-ion Battery Remaining Useful Life Prediction&lt;/b&gt;,Engineering Frontiers,2026,0,Prognostics (RUL)
10.3390/electronics15163687,A Lithium-Ion Battery Remaining Useful Life Prediction Framework Based on Mode Decomposition and CNN-TimeXer,Electronics,2026,0,Prognostics (RUL)
10.1016/j.measurement.2026.122434,Signal-quality-aware adaptive prediction for lithium-ion battery remaining useful life under noisy and resource-constrained conditions,Measurement,2026,0,Prognostics (RUL)
10.54254/2755-2721/2026.tj30413,Hybrid CNN-LSTM Framework for Lithium-Ion Battery Degradation and Remaining Useful Life Prediction,Applied and Computational Engineering,2025,0,Prognostics (RUL)
10.31449/inf.v50i14.14144,A Remaining Useful Life Prediction of Lithium-Ion Batteries via Improved Dream Optimization Algorithm-Tuned LSTM Networks,Informatica,2026,0,Prognostics (RUL)
10.3390/drones10070549,A Comparative Study of Machine Learning and Deep Learning Models for State of Charge and Remaining Useful Life Estimation on a Rotary-Wing UAV Battery,Drones,2026,0,Second life
10.3390/su18010209,Comparative Battery State of Charge (SoC) Estimation Using Shallow and Deep Machine Learning Models,Sustainability,2025,0,Second life
10.5954/icarob.2026.gs2-2,A Systematic Comparison of Machine Learning Models for State of Charge Estimation in CubeSat Lithium-ion Battery System,Proceedings of International Conference on Artificial Life and Robotics,2026,0,Second life;State estimation (SOC)
10.2139/ssrn.4170502,A Comparative Study of Different Deep Learning Algorithms for Lithium-Ion Batteries on State-of-Charge Estimation,SSRN Electronic Journal,2022,0,State estimation (SOC)
10.11648/j.sd.20251306.18,Lithium-ion Battery State of Charge (SOC) Estimation Based on HHO-LSTM,Science Discovery,2025,0,State estimation (SOC)
10.1038/s41598-026-67204-7,An interpretable hybrid LSTM–transformer framework with temporal attention fusion for lithium-ion battery state-of-charge estimation,Scientific Reports,2026,0,State estimation (SOC)
10.1002/ente.70530,A Hybrid Deep Learning Framework for Lithium‐Ion Battery State of Charge Estimation Combining an Attention‐Enhanced Gated Recurrent Unit with Residual Correction,Energy Technology,2026,0,State estimation (SOC)
10.1002/est2.70362,Hybrid Recurrent Neural Network and Adaptive Linear Kalman Filter for Lithium‐Ion Battery State of Charge Estimation,Energy Storage,2026,0,State estimation (SOC)
10.54097/9ervp336,Battery State of Charge Estimation Based on Improved Neural Network,Journal of Computer Science and Artificial Intelligence,2025,0,State estimation (SOC)
10.1049/pel2.70243,Time‐Frequency Structured State‐Space Neural Network for Battery State‐of‐Charge Estimation,IET Power Electronics,2026,0,State estimation (SOC)
10.1016/j.fuel.2026.140727,A hybrid extended kalman filter and feed-forward neural network architecture for robust state of charge estimation of lithium-ion batteries,Fuel,2027,0,State estimation (SOC)
10.1016/j.est.2026.121415,Robust state of charge estimation in electric vehicle batteries using neural-network aided Kalman filter,Journal of Energy Storage,2026,0,State estimation (SOC)
10.1149/ma2020-02201587mtgabs,State of Charge Estimation Method for Lithium-Ion Batteries Using Machine Learning Considering Thermal Variation,ECS Meeting Abstracts,2020,0,State estimation (SOC)
10.1016/j.ensm.2026.105277,Towards sustainable battery management: Developing battery health estimation models from only incomplete charging curve,Energy Storage Materials,2026,0,Health estimation (SOH)
10.17531/ein/220211,"Charging Phase Health Indicators for Battery State-of-Health Estimation: A Systematic Comparison of CC, CV, and Combined Approaches under Cross-Battery Validation",Eksploatacja i Niezawodność – Maintenance and Reliability,2026,0,Health estimation (SOH)
10.1109/access.2026.3727788,Coupled Quantum Reservoir Features for Multi-Chemistry Battery State-of-Health Estimation,IEEE Access,2026,0,Health estimation (SOH)
10.1049/icp.2022.3073,State of health estimation for Lithium-ion battery based on fusion features,IET Conference Proceedings,2023,0,Health estimation (SOH)
10.1016/j.est.2026.123209,Early predicting state of health of lithium-ion battery based on dynamic dataset partitioning and optimized Gaussian process regression,Journal of Energy Storage,2026,0,Health estimation (SOH)
10.1007/s11581-026-07181-z,State of health estimation of lithium-ion batteries based on gaussian process regression optimized by improved crested porcupine optimizer,Ionics,2026,0,Health estimation (SOH)
10.1016/j.epsr.2026.113294,Hybrid support vector and Gaussian process regression approach for secondary-life state-of-health estimation of lithium-ion batteries,Electric Power Systems Research,2026,0,Health estimation (SOH)
10.53759/7669/jmc202404102,State of Charge Estimation of Lithium-Ion Batteries for Electric Vehicle Application Using Gaussian Process Regression Approach,Journal of Machine and Computing,2024,0,Health estimation (SOH)
10.1016/j.est.2026.124251,Probabilistic state of health estimation and environmentally optimized retirement threshold for lithium-ion batteries based on deep learning and Gaussian process regression,Journal of Energy Storage,2026,0,Health estimation (SOH)
10.24425/aee.2023.146042,Modelling of Li-Ion battery state-of-health with Gaussian processes,Archives of Electrical Engineering,2023,0,Health estimation (SOH)
10.1088/1742-6596/2483/1/012024,State of health estimation for lithium-ion battery based on improved support vector regression,Journal of Physics: Conference Series,2023,0,Health estimation (SOH)
10.1016/j.egyr.2026.109600,Enhancing lithium-ion battery state of health estimation through strain signal integration and machine learning,Energy Reports,2026,0,Health estimation (SOH)
10.1016/j.est.2026.122974,Lithium-ion battery state of health estimation based on multiple health stages characteristic frequencies of impedance spectroscopy and machine learning,Journal of Energy Storage,2026,0,Health estimation (SOH)
10.1149/ma2022-023176mtgabs,Data Driven Model for Lithium-Ion Battery Electrode Microstructure Property Estimation,ECS Meeting Abstracts,2022,0,Thermal management
10.3390/en14248492,A Data-Driven Framework to Predict Lithium-Ion Battery Cell Imbalance for Real-Time Battery Management Systems,Energies,2021,0,Thermal management
10.1109/tte.2026.3725161,Robust Transfer Learning for Lithium-ion Battery Core Temperature Estimation with Limited Data,IEEE Transactions on Transportation Electrification,2026,0,Thermal management
10.3390/batteries12080309,Lithium-Ion Battery Temperature Estimation Based on Electrochemical Impedance Spectroscopy,Batteries,2026,0,Thermal management
10.1109/access.2026.3688969,State-of-Health Estimation for Lithium-Ion and Sodium-Ion Battery Cells Using Data-Driven Models and Cross-Chemistry Transfer Learning,IEEE Access,2026,0,Thermal management;Transfer learning
10.1109/tte.2026.3683158,Multiscale Feature-Driven Temperature Estimation for Lithium-Ion Battery Under Driving Scenarios Using Physical-Enhanced Transfer Learning,IEEE Transactions on Transportation Electrification,2026,0,Thermal management
10.3390/wevj17060310,Deep Koopman Observer for Lithium-Ion Battery Temperature Estimation,World Electric Vehicle Journal,2026,0,Thermal management
10.1016/j.procs.2025.04.507,A Practical Analysis of Data Driven Lithium - Ion Battery Health Estimation,Procedia Computer Science,2025,0,Thermal management
10.1515/cppm-2025-0120,Strategic assessment of lithium-ion battery degradation: a data-driven optimization approach,Chemical Product and Process Modeling,2025,0,Thermal management
10.1088/1742-6596/3231/1/012080,A data-driven approach for lithium-ion battery temperature prediction,Journal of Physics: Conference Series,2026,0,Thermal management
10.1016/j.mlwa.2025.100813,Estimation of the remaining charge retention time of an electric vehicle battery,Machine Learning with Applications,2026,0,Thermal management
10.3390/wevj17060295,Optimizing Market Scenarios for Battery Electric Vehicles Through a Machine Learning-Based Manufacturer Agent,World Electric Vehicle Journal,2026,0,Thermal management
10.3390/wevj17060311,Optimized Air-Conditioning Strategy Employing a Circular-Vent-Hole-Assisted Battery Thermal Management System for Electric Vehicles,World Electric Vehicle Journal,2026,0,Thermal management
10.3390/fuels7030047,Prediction and Correction of LFL for Multicomponent Gases Relevant to Lithium-Ion Battery Thermal Runaway,Fuels,2026,0,Thermal management
10.1149/ma2024-023385mtgabs,Data-Driven Prognosis of Lithium-Ion Batteries Thermal Runaway: A Novel Machine Learning Approach,ECS Meeting Abstracts,2024,0,Thermal management
10.1002/bte2.70149,Prognostic Approaches for Early Detection of Thermal Runaway in Lithium‐Ion Batteries,Battery Energy,2026,0,Thermal management
10.36001/phmap.2023.v4i1.3755,Multiphysics-informed DeepONet of a lithium-ion battery to predict thermal runaway,PHM Society Asia-Pacific Conference,2023,0,Thermal management
10.1016/j.jprocont.2026.103706,A deep learning method combining wavelet transform and transfer learning for lithium-ion battery state of health estimation,Journal of Process Control,2026,0,Transfer learning
10.1016/j.energy.2026.142213,Defending lithium-ion battery state of health estimation against transfer attacks using adversarial training and ensemble learning,Energy,2026,0,Transfer learning
10.1149/ma2020-025993mtgabs,Digital Twin-Driven All-Solid-State Lithium-Ion Battery,ECS Meeting Abstracts,2020,0,Digital twins
10.1088/1742-6596/1916/1/012437,Retraction: Lifetime Prediction of Lithium-Ion Battery Using Machine Learning For E-Vehicles (J. Phys.: Conf. Ser. 1916 012200),Journal of Physics: Conference Series,2021,0,Digital twins
10.1149/ma2022-026618mtgabs,Chemometric and Machine Learning Analysis of Lithium Concentration and Solvation Behavior in Li-Ion Battery Electrolytes,ECS Meeting Abstracts,2022,0,Digital twins
10.54691/c2xqn614,Lithium-ion Battery Energy Storage Digital Twin System and Applications,Scientific Journal of Technology,2026,0,Digital twins
10.1149/ma2025-01271514mtgabs,Comprehensive Digital Twin for Lithium-Ion Battery Cell Behavior Modeling,ECS Meeting Abstracts,2025,0,Digital twins
10.63282/3050-9262.ijaidsml-v6i3p124,[WITHDRAWN] Optimizing Battery Lifecycle Management through Digital Twin Simulation,"International Journal of Artificial Intelligence, Data Science, and Machine Learning",2025,0,Digital twins
10.1002/inf2.70141,Digital twin quantifies spatial‐heterogeneity‐driven failure in fast‐charging lithium‐ion battery anodes,InfoMat,2026,0,Digital twins
